,ngay,thaydoi,solenhmua,khoiluongdatmua,KLTB1lenhmua,solenhdatban,khoiluongdatban,KLTB1lenhban,chenhlechlenhmuavaban,symbol 
18,26/12/2018,9.6 (0.00 %)   ,0 ,0 ,NaN  ,0 ,0 ,NaN  ,0,HLR
19,25/12/2018,9.6 (0.00 %)   ,0 ,0 ,NaN  ,0 ,0 ,NaN  ,0,HLR
0,24/12/2018,9.6 (0.00 %)   ,0 ,0 ,NaN  ,0 ,0 ,NaN  ,0,HLR
1,21/12/2018,9.6 (0.00 %)   ,0 ,0 ,NaN  ,0 ,0 ,NaN  ,0,HLR
2,20/12/2018,9.6 (0.00 %)   ,0 ,0 ,NaN  ,0 ,0 ,NaN  ,0,HLR
3,19/12/2018,9.6 (0.00 %)   ,0 ,0 ,NaN  ,0 ,0 ,NaN  ,0,HLR
4,18/12/2018,9.6 (0.00 %)   ,0 ,0 ,NaN  ,0 ,0 ,NaN  ,0,HLR
5,17/12/2018,9.6 (0.00 %)   ,0 ,0 ,NaN  ,0 ,0 ,NaN  ,0,HLR
6,14/12/2018,9.6 (0.00 %)   ,0 ,0 ,NaN  ,0 ,0 ,NaN  ,0,HLR
7,13/12/2018,9.6 (0.00 %)   ,0 ,0 ,NaN  ,0 ,0 ,NaN  ,0,HLR
8,12/12/2018,9.6 (0.00 %)   ,0 ,0 ,NaN  ,0 ,0 ,NaN  ,0,HLR
9,11/12/2018,9.6 (0.00 %)   ,0 ,0 ,NaN  ,0 ,0 ,NaN  ,0,HLR
10,10/12/2018,9.6 (0.00 %)   ,0 ,0 ,NaN  ,0 ,0 ,NaN  ,0,HLR
11,07/12/2018,9.6 (0.00 %)   ,0 ,0 ,NaN  ,0 ,0 ,NaN  ,0,HLR
12,06/12/2018,9.6 (0.00 %)   ,0 ,0 ,NaN  ,0 ,0 ,NaN  ,0,HLR
13,05/12/2018,9.6 (0.00 %)   ,0 ,0 ,NaN  ,0 ,0 ,NaN  ,0,HLR
14,04/12/2018,9.6 (0.00 %)   ,0 ,0 ,NaN  ,0 ,0 ,NaN  ,0,HLR
15,03/12/2018,9.6 (0.00 %)   ,0 ,0 ,NaN  ,0 ,0 ,NaN  ,0,HLR
16,30/11/2018,9.6 (0.00 %)   ,0 ,0 ,NaN  ,0 ,0 ,NaN  ,0,HLR
17,29/11/2018,9.6 (0.00 %)   ,0 ,0 ,NaN  ,0 ,0 ,NaN  ,0,HLR
18,28/11/2018,9.6 (0.00 %)   ,0 ,0 ,NaN  ,0 ,0 ,NaN  ,0,HLR
19,27/11/2018,9.6 (0.00 %)   ,0 ,0 ,NaN  ,0 ,0 ,NaN  ,0,HLR
0,26/11/2018,9.6 (0.00 %)   ,0 ,0 ,NaN  ,0 ,0 ,NaN  ,0,HLR
1,23/11/2018,9.6 (0.00 %)   ,0 ,0 ,NaN  ,0 ,0 ,NaN  ,0,HLR
2,22/11/2018,9.6 (0.00 %)   ,0 ,0 ,NaN  ,0 ,0 ,NaN  ,0,HLR
3,21/11/2018,9.6 (0.00 %)   ,0 ,0 ,NaN  ,0 ,0 ,NaN  ,0,HLR
4,20/11/2018,9.6 (0.00 %)   ,0 ,0 ,NaN  ,0 ,0 ,NaN  ,0,HLR
5,19/11/2018,9.6 (0.00 %)   ,0 ,0 ,NaN  ,0 ,0 ,NaN  ,0,HLR
6,16/11/2018,9.6 (0.00 %)   ,0 ,0 ,NaN  ,0 ,0 ,NaN  ,0,HLR
7,15/11/2018,9.6 (0.00 %)   ,0 ,0 ,NaN  ,0 ,0 ,NaN  ,0,HLR
8,14/11/2018,9.6 (0.00 %)   ,0 ,0 ,NaN  ,0 ,0 ,NaN  ,0,HLR
9,13/11/2018,9.6 (0.00 %)   ,0 ,0 ,NaN  ,0 ,0 ,NaN  ,0,HLR
10,12/11/2018,9.6 (0.00 %)   ,0 ,0 ,NaN  ,0 ,0 ,NaN  ,0,HLR
11,09/11/2018,9.6 (0.00 %)   ,0 ,0 ,NaN  ,0 ,0 ,NaN  ,0,HLR
12,08/11/2018,9.6 (0.00 %)   ,0 ,0 ,NaN  ,0 ,0 ,NaN  ,0,HLR
13,07/11/2018,9.6 (0.00 %)   ,0 ,0 ,NaN  ,0 ,0 ,NaN  ,0,HLR
14,06/11/2018,9.6 (0.00 %)   ,0 ,0 ,NaN  ,0 ,0 ,NaN  ,0,HLR
15,05/11/2018,9.6 (0.00 %)   ,0 ,0 ,NaN  ,0 ,0 ,NaN  ,0,HLR
16,02/11/2018,9.6 (0.00 %)   ,0 ,0 ,NaN  ,0 ,0 ,NaN  ,0,HLR
17,01/11/2018,9.6 (0.00 %)   ,0 ,0 ,NaN  ,0 ,0 ,NaN  ,0,HLR
18,31/10/2018,9.6 (0.00 %)   ,0 ,0 ,NaN  ,0 ,0 ,NaN  ,0,HLR
19,30/10/2018,9.6 (0.00 %)   ,0 ,0 ,NaN  ,0 ,0 ,NaN  ,0,HLR
0,29/10/2018,9.6 (0.00 %)   ,0 ,0 ,NaN  ,0 ,0 ,NaN  ,0,HLR
1,26/10/2018,9.6 (0.00 %)   ,0 ,0 ,NaN  ,0 ,0 ,NaN  ,0,HLR
2,25/10/2018,9.6 (0.00 %)   ,0 ,0 ,NaN  ,0 ,0 ,NaN  ,0,HLR
3,24/10/2018,9.6 (0.00 %)   ,0 ,0 ,NaN  ,0 ,0 ,NaN  ,0,HLR
4,23/10/2018,9.6 (0.00 %)   ,0 ,0 ,NaN  ,0 ,0 ,NaN  ,0,HLR
5,22/10/2018,9.6 (0.00 %)   ,0 ,0 ,NaN  ,0 ,0 ,NaN  ,0,HLR
6,19/10/2018,9.6 (0.00 %)   ,0 ,0 ,NaN  ,0 ,0 ,NaN  ,0,HLR
7,18/10/2018,9.6 (0.00 %)   ,0 ,0 ,NaN  ,0 ,0 ,NaN  ,0,HLR
8,17/10/2018,9.6 (0.00 %)   ,0 ,0 ,NaN  ,0 ,0 ,NaN  ,0,HLR
9,16/10/2018,9.6 (0.00 %)   ,0 ,0 ,NaN  ,0 ,0 ,NaN  ,0,HLR
10,15/10/2018,9.6 (0.00 %)   ,0 ,0 ,NaN  ,0 ,0 ,NaN  ,0,HLR
11,12/10/2018,9.6 (0.00 %)   ,0 ,0 ,NaN  ,0 ,0 ,NaN  ,0,HLR
12,11/10/2018,9.6 (0.00 %)   ,0 ,0 ,NaN  ,0 ,0 ,NaN  ,0,HLR
13,10/10/2018,9.6 (0.00 %)   ,0 ,0 ,NaN  ,0 ,0 ,NaN  ,0,HLR
14,09/10/2018,9.6 (0.00 %)   ,0 ,0 ,NaN  ,0 ,0 ,NaN  ,0,HLR
15,08/10/2018,9.6 (0.00 %)   ,0 ,0 ,NaN  ,0 ,0 ,NaN  ,0,HLR
16,05/10/2018,9.6 (0.00 %)   ,0 ,0 ,NaN  ,0 ,0 ,NaN  ,0,HLR
17,04/10/2018,9.6 (0.00 %)   ,0 ,0 ,NaN  ,0 ,0 ,NaN  ,0,HLR
18,03/10/2018,9.6 (0.00 %)   ,0 ,0 ,NaN  ,0 ,0 ,NaN  ,0,HLR
19,02/10/2018,9.6 (0.00 %)   ,0 ,0 ,NaN  ,0 ,0 ,NaN  ,0,HLR
0,01/10/2018,9.6 (0.00 %)   ,0 ,0 ,NaN  ,0 ,0 ,NaN  ,0,HLR
1,28/09/2018,9.6 (0.00 %)   ,0 ,0 ,NaN  ,0 ,0 ,NaN  ,0,HLR
2,27/09/2018,9.6 (0.00 %)   ,0 ,0 ,NaN  ,0 ,0 ,NaN  ,0,HLR
3,26/09/2018,9.6 (0.00 %)   ,0 ,0 ,NaN  ,0 ,0 ,NaN  ,0,HLR
4,25/09/2018,9.6 (0.00 %)   ,0 ,0 ,NaN  ,0 ,0 ,NaN  ,0,HLR
5,24/09/2018,9.6 (0.00 %)   ,0 ,0 ,NaN  ,0 ,0 ,NaN  ,0,HLR
6,21/09/2018,9.6 (0.00 %)   ,0 ,0 ,NaN  ,0 ,0 ,NaN  ,0,HLR
7,20/09/2018,9.6 (0.00 %)   ,0 ,0 ,NaN  ,0 ,0 ,NaN  ,0,HLR
8,19/09/2018,9.6 (0.00 %)   ,0 ,0 ,NaN  ,0 ,0 ,NaN  ,0,HLR
9,18/09/2018,9.6 (0.00 %)   ,0 ,0 ,NaN  ,0 ,0 ,NaN  ,0,HLR
10,17/09/2018,9.6 (0.00 %)   ,0 ,0 ,NaN  ,0 ,0 ,NaN  ,0,HLR
11,14/09/2018,9.6 (0.00 %)   ,0 ,0 ,NaN  ,0 ,0 ,NaN  ,0,HLR
12,13/09/2018,9.6 (0.00 %)   ,0 ,0 ,NaN  ,0 ,0 ,NaN  ,0,HLR
13,12/09/2018,9.6 (0.00 %)   ,0 ,0 ,NaN  ,0 ,0 ,NaN  ,0,HLR
14,11/09/2018,9.6 (0.00 %)   ,0 ,0 ,NaN  ,0 ,0 ,NaN  ,0,HLR
15,10/09/2018,9.6 (0.00 %)   ,0 ,0 ,NaN  ,0 ,0 ,NaN  ,0,HLR
16,07/09/2018,9.6 (0.00 %)   ,0 ,0 ,NaN  ,0 ,0 ,NaN  ,0,HLR
17,06/09/2018,9.6 (0.00 %)   ,0 ,0 ,NaN  ,0 ,0 ,NaN  ,0,HLR
18,05/09/2018,9.6 (0.00 %)   ,0 ,0 ,NaN  ,0 ,0 ,NaN  ,0,HLR
19,04/09/2018,9.6 (0.00 %)   ,0 ,0 ,NaN  ,0 ,0 ,NaN  ,0,HLR
0,31/08/2018,9 (-11.76 %)   ,2 ,"3,900 ","1,950  ",2 ,"3,900 ","1,950  ",0,HLR
1,30/08/2018,10.2 (0.00 %)   ,0 ,0 ,NaN  ,1 ,"2,000 ","2,000  ","-2,000",HLR
2,29/08/2018,10.2 (0.00 %)   ,0 ,0 ,NaN  ,1 ,"2,000 ","2,000  ","-2,000",HLR
3,27/08/2018,10.2 (0.00 %)   ,0 ,0 ,NaN  ,0 ,0 ,NaN  ,0,HLR
4,24/08/2018,10.2 (0.00 %)   ,0 ,0 ,NaN  ,1 ,"3,000 ","3,000  ","-3,000",HLR
5,23/08/2018,10.2 (0.00 %)   ,0 ,0 ,NaN  ,1 ,"2,000 ","2,000  ","-2,000",HLR
6,22/08/2018,10.2 (0.00 %)   ,0 ,0 ,NaN  ,1 ,"2,000 ","2,000  ","-2,000",HLR
7,21/08/2018,10.2 (0.00 %)   ,0 ,0 ,NaN  ,1 ,"2,000 ","2,000  ","-2,000",HLR
8,20/08/2018,10.2 (0.00 %)   ,0 ,0 ,NaN  ,1 ,"2,000 ","2,000  ","-2,000",HLR
9,17/08/2018,10.2 (0.00 %)   ,0 ,0 ,NaN  ,1 ,"2,000 ","2,000  ","-2,000",HLR
10,16/08/2018,10.2 (0.00 %)   ,0 ,0 ,NaN  ,1 ,"2,000 ","2,000  ","-2,000",HLR
11,15/08/2018,10.2 (0.00 %)   ,0 ,0 ,NaN  ,1 ,"2,000 ","2,000  ","-2,000",HLR
12,14/08/2018,10.2 (0.00 %)   ,0 ,0 ,NaN  ,1 ,"2,000 ","2,000  ","-2,000",HLR
13,13/08/2018,10.2 (0.00 %)   ,0 ,0 ,NaN  ,1 ,"2,000 ","2,000  ","-2,000",HLR
14,10/08/2018,10.2 (0.00 %)   ,0 ,0 ,NaN  ,1 ,"2,000 ","2,000  ","-2,000",HLR
15,09/08/2018,10.2 (0.00 %)   ,0 ,0 ,NaN  ,1 ,"2,000 ","2,000  ","-2,000",HLR
16,08/08/2018,10.2 (0.00 %)   ,0 ,0 ,NaN  ,1 ,0 ,0  ,0,HLR
17,07/08/2018,10.2 (0.00 %)   ,0 ,0 ,NaN  ,1 ,"3,000 ","3,000  ","-3,000",HLR
18,06/08/2018,10.2 (0.00 %)   ,0 ,0 ,NaN  ,1 ,0 ,0  ,0,HLR
19,03/08/2018,0 (0.00 %)   ,0 ,0 ,NaN  ,1 ,0 ,0  ,0,HLR
0,02/08/2018,10.2 (0.00 %)   ,0 ,0 ,NaN  ,1 ,"2,000 ","2,000  ","-2,000",HLR
1,01/08/2018,10.2 (0.00 %)   ,0 ,0 ,NaN  ,1 ,"3,900 ","3,900  ","-3,900",HLR
2,31/07/2018,10.2 (0.00 %)   ,0 ,0 ,NaN  ,1 ,"3,900 ","3,900  ","-3,900",HLR
3,30/07/2018,10.2 (0.00 %)   ,0 ,0 ,NaN  ,1 ,"3,000 ","3,000  ","-3,000",HLR
4,27/07/2018,10.2 (0.00 %)   ,0 ,0 ,NaN  ,1 ,"2,000 ","2,000  ","-2,000",HLR
5,26/07/2018,10.2 (0.00 %)   ,0 ,0 ,NaN  ,1 ,0 ,0  ,0,HLR
6,25/07/2018,10.2 (0.00 %)   ,0 ,0 ,NaN  ,1 ,"3,000 ","3,000  ","-3,000",HLR
7,24/07/2018,10.2 (0.00 %)   ,0 ,0 ,NaN  ,1 ,"3,000 ","3,000  ","-3,000",HLR
8,23/07/2018,10.2 (0.00 %)   ,0 ,0 ,NaN  ,1 ,"2,000 ","2,000  ","-2,000",HLR
9,20/07/2018,10.2 (0.00 %)   ,0 ,0 ,NaN  ,1 ,"2,000 ","2,000  ","-2,000",HLR
10,19/07/2018,10.2 (20.00 %)   ,3 ,100 ,33  ,2 ,100 ,50  ,0,HLR
11,18/07/2018,8.5 (0.00 %)   ,0 ,0 ,NaN  ,1 ,"2,000 ","2,000  ","-2,000",HLR
12,17/07/2018,8.5 (0.00 %)   ,0 ,0 ,NaN  ,1 ,"2,000 ","2,000  ","-2,000",HLR
13,16/07/2018,8.5 (0.00 %)   ,0 ,0 ,NaN  ,1 ,"2,000 ","2,000  ","-2,000",HLR
14,13/07/2018,8.5 (0.00 %)   ,0 ,0 ,NaN  ,1 ,"2,000 ","2,000  ","-2,000",HLR
15,12/07/2018,8.5 (0.00 %)   ,0 ,0 ,NaN  ,1 ,"2,000 ","2,000  ","-2,000",HLR
16,11/07/2018,8.5 (0.00 %)   ,0 ,0 ,NaN  ,1 ,"2,000 ","2,000  ","-2,000",HLR
17,10/07/2018,8.5 (0.00 %)   ,0 ,0 ,NaN  ,1 ,"2,000 ","2,000  ","-2,000",HLR
18,09/07/2018,8.5 (0.00 %)   ,1 ,200 ,200  ,1 ,"2,000 ","2,000  ","-1,800",HLR
19,06/07/2018,8.5 (0.00 %)   ,0 ,0 ,NaN  ,1 ,"2,000 ","2,000  ","-2,000",HLR
0,05/07/2018,8.5 (0.00 %)   ,0 ,0 ,NaN  ,1 ,"2,000 ","2,000  ","-2,000",HLR
1,04/07/2018,8.5 (0.00 %)   ,0 ,0 ,NaN  ,1 ,"2,000 ","2,000  ","-2,000",HLR
2,03/07/2018,8.5 (0.00 %)   ,0 ,0 ,NaN  ,1 ,"2,000 ","2,000  ","-2,000",HLR
3,02/07/2018,8.5 (0.00 %)   ,0 ,0 ,NaN  ,1 ,"2,000 ","2,000  ","-2,000",HLR
4,29/06/2018,8.5 (0.00 %)   ,0 ,0 ,NaN  ,1 ,"2,000 ","2,000  ","-2,000",HLR
5,28/06/2018,8.5 (0.00 %)   ,1 ,300 ,300  ,1 ,"2,000 ","2,000  ","-1,700",HLR
6,27/06/2018,8.5 (0.00 %)   ,0 ,0 ,NaN  ,1 ,"2,000 ","2,000  ","-2,000",HLR
7,26/06/2018,8.5 (0.00 %)   ,1 ,200 ,200  ,1 ,"2,000 ","2,000  ","-1,800",HLR
8,25/06/2018,8.5 (0.00 %)   ,1 ,200 ,200  ,1 ,"2,000 ","2,000  ","-1,800",HLR
9,22/06/2018,8.5 (0.00 %)   ,0 ,0 ,NaN  ,1 ,"2,000 ","2,000  ","-2,000",HLR
10,21/06/2018,8.5 (0.00 %)   ,0 ,0 ,NaN  ,1 ,"2,000 ","2,000  ","-2,000",HLR
11,20/06/2018,8.5 (0.00 %)   ,0 ,0 ,NaN  ,1 ,"2,000 ","2,000  ","-2,000",HLR
12,19/06/2018,8.5 (0.00 %)   ,0 ,0 ,NaN  ,1 ,"2,000 ","2,000  ","-2,000",HLR
13,18/06/2018,8.5 (0.00 %)   ,0 ,0 ,NaN  ,1 ,"3,800 ","3,800  ","-3,800",HLR
14,15/06/2018,8.5 (0.00 %)   ,0 ,0 ,NaN  ,1 ,"3,800 ","3,800  ","-3,800",HLR
15,14/06/2018,8.5 (0.00 %)   ,0 ,0 ,NaN  ,1 ,"3,800 ","3,800  ","-3,800",HLR
16,13/06/2018,8.5 (0.00 %)   ,0 ,0 ,NaN  ,1 ,"3,800 ","3,800  ","-3,800",HLR
17,12/06/2018,8.5 (14.86 %)   ,1 ,100 ,100  ,2 ,100 ,50  ,0,HLR
18,11/06/2018,7.4 (0.00 %)   ,0 ,0 ,NaN  ,2 ,100 ,50  ,-100,HLR
19,08/06/2018,7.4 (0.00 %)   ,0 ,0 ,NaN  ,1 ,"1,000 ","1,000  ","-1,000",HLR
0,07/06/2018,7.4 (0.00 %)   ,0 ,0 ,NaN  ,1 ,0 ,0  ,0,HLR
1,06/06/2018,7.4 (0.00 %)   ,0 ,0 ,NaN  ,1 ,"2,000 ","2,000  ","-2,000",HLR
2,05/06/2018,7.4 (0.00 %)   ,0 ,0 ,NaN  ,1 ,"2,000 ","2,000  ","-2,000",HLR
3,04/06/2018,7.4 (0.00 %)   ,0 ,0 ,NaN  ,1 ,"2,000 ","2,000  ","-2,000",HLR
4,01/06/2018,7.4 (37.04 %)   ,3 ,"1,300 ",433  ,1 ,100 ,100  ,"1,200",HLR
5,31/05/2018,5.4 (0.00 %)   ,2 ,200 ,100  ,1 ,"1,000 ","1,000  ",-800,HLR
6,30/05/2018,5.4 (0.00 %)   ,3 ,500 ,167  ,1 ,0 ,0  ,500,HLR
7,29/05/2018,5.4 (0.00 %)   ,2 ,200 ,100  ,0 ,0 ,NaN  ,200,HLR
8,28/05/2018,5.4 (0.00 %)   ,2 ,200 ,100  ,0 ,0 ,NaN  ,200,HLR
9,25/05/2018,5.4 (0.00 %)   ,3 ,200 ,67  ,0 ,0 ,NaN  ,200,HLR
10,24/05/2018,5.4 (0.00 %)   ,2 ,200 ,100  ,0 ,0 ,NaN  ,200,HLR
11,23/05/2018,5.4 (0.00 %)   ,2 ,200 ,100  ,0 ,0 ,NaN  ,200,HLR
12,22/05/2018,5.4 (0.00 %)   ,2 ,200 ,100  ,0 ,0 ,NaN  ,200,HLR
13,21/05/2018,5.4 (0.00 %)   ,2 ,200 ,100  ,0 ,0 ,NaN  ,200,HLR
14,18/05/2018,5.4 (0.00 %)   ,2 ,200 ,100  ,0 ,0 ,NaN  ,200,HLR
15,17/05/2018,5.4 (0.00 %)   ,2 ,200 ,100  ,0 ,0 ,NaN  ,200,HLR
16,16/05/2018,5.4 (0.00 %)   ,2 ,200 ,100  ,0 ,0 ,NaN  ,200,HLR
17,15/05/2018,5.4 (0.00 %)   ,2 ,200 ,100  ,0 ,0 ,NaN  ,200,HLR
18,14/05/2018,5.4 (0.00 %)   ,2 ,200 ,100  ,0 ,0 ,NaN  ,200,HLR
19,11/05/2018,5.4 (0.00 %)   ,2 ,200 ,100  ,0 ,0 ,NaN  ,200,HLR
0,10/05/2018,5.4 (0.00 %)   ,2 ,200 ,100  ,0 ,0 ,NaN  ,200,HLR
1,09/05/2018,5.4 (0.00 %)   ,2 ,200 ,100  ,0 ,0 ,NaN  ,200,HLR
2,08/05/2018,5.4 (0.00 %)   ,2 ,200 ,100  ,0 ,0 ,NaN  ,200,HLR
3,07/05/2018,5.4 (0.00 %)   ,2 ,200 ,100  ,0 ,0 ,NaN  ,200,HLR
4,04/05/2018,5.4 (0.00 %)   ,2 ,200 ,100  ,0 ,0 ,NaN  ,200,HLR
5,03/05/2018,5.4 (0.00 %)   ,2 ,200 ,100  ,0 ,0 ,NaN  ,200,HLR
6,02/05/2018,5.4 (0.00 %)   ,0 ,0 ,NaN  ,0 ,0 ,NaN  ,0,HLR
7,27/04/2018,5.4 (0.00 %)   ,1 ,0 ,0  ,0 ,0 ,NaN  ,0,HLR
8,26/04/2018,5.4 (0.00 %)   ,1 ,0 ,0  ,0 ,0 ,NaN  ,0,HLR
9,24/04/2018,5.4 (0.00 %)   ,1 ,0 ,0  ,0 ,0 ,NaN  ,0,HLR
10,23/04/2018,5.4 (0.00 %)   ,1 ,0 ,0  ,0 ,0 ,NaN  ,0,HLR
11,20/04/2018,5.4 (0.00 %)   ,1 ,0 ,0  ,0 ,0 ,NaN  ,0,HLR
12,19/04/2018,5.4 (0.00 %)   ,1 ,0 ,0  ,0 ,0 ,NaN  ,0,HLR
13,18/04/2018,5.4 (0.00 %)   ,1 ,0 ,0  ,0 ,0 ,NaN  ,0,HLR
14,17/04/2018,5.4 (0.00 %)   ,1 ,0 ,0  ,0 ,0 ,NaN  ,0,HLR
15,16/04/2018,5.4 (0.00 %)   ,2 ,500 ,250  ,0 ,0 ,NaN  ,500,HLR
16,13/04/2018,5.4 (0.00 %)   ,1 ,0 ,0  ,0 ,0 ,NaN  ,0,HLR
17,12/04/2018,5.4 (0.00 %)   ,1 ,0 ,0  ,0 ,0 ,NaN  ,0,HLR
18,11/04/2018,5.4 (0.00 %)   ,1 ,0 ,0  ,0 ,0 ,NaN  ,0,HLR
19,10/04/2018,5.4 (0.00 %)   ,1 ,0 ,0  ,0 ,0 ,NaN  ,0,HLR
0,09/04/2018,5.4 (0.00 %)   ,1 ,0 ,0  ,0 ,0 ,NaN  ,0,HLR
1,06/04/2018,5.4 (0.00 %)   ,1 ,0 ,0  ,0 ,0 ,NaN  ,0,HLR
2,05/04/2018,5.4 (0.00 %)   ,0 ,0 ,NaN  ,0 ,0 ,NaN  ,0,HLR
3,04/04/2018,5.4 (0.00 %)   ,1 ,0 ,0  ,0 ,0 ,NaN  ,0,HLR
4,03/04/2018,5.4 (0.00 %)   ,1 ,0 ,0  ,0 ,0 ,NaN  ,0,HLR
5,02/04/2018,5.4 (0.00 %)   ,1 ,0 ,0  ,0 ,0 ,NaN  ,0,HLR
6,30/03/2018,5.4 (0.00 %)   ,1 ,0 ,0  ,0 ,0 ,NaN  ,0,HLR
7,29/03/2018,5.4 (0.00 %)   ,1 ,0 ,0  ,0 ,0 ,NaN  ,0,HLR
8,28/03/2018,5.4 (0.00 %)   ,1 ,0 ,0  ,0 ,0 ,NaN  ,0,HLR
9,27/03/2018,5.4 (0.00 %)   ,0 ,0 ,NaN  ,0 ,0 ,NaN  ,0,HLR
10,26/03/2018,5.4 (0.00 %)   ,0 ,0 ,NaN  ,0 ,0 ,NaN  ,0,HLR
11,23/03/2018,5.4 (0.00 %)   ,1 ,0 ,0  ,0 ,0 ,NaN  ,0,HLR
12,22/03/2018,5.4 (0.00 %)   ,1 ,0 ,0  ,0 ,0 ,NaN  ,0,HLR
13,21/03/2018,5.4 (0.00 %)   ,1 ,0 ,0  ,0 ,0 ,NaN  ,0,HLR
14,20/03/2018,5.4 (0.00 %)   ,1 ,0 ,0  ,0 ,0 ,NaN  ,0,HLR
15,19/03/2018,5.4 (0.00 %)   ,1 ,0 ,0  ,0 ,0 ,NaN  ,0,HLR
16,16/03/2018,5.4 (0.00 %)   ,0 ,0 ,NaN  ,0 ,0 ,NaN  ,0,HLR
17,15/03/2018,5.4 (0.00 %)   ,1 ,0 ,0  ,0 ,0 ,NaN  ,0,HLR
18,14/03/2018,5.4 (0.00 %)   ,1 ,0 ,0  ,0 ,0 ,NaN  ,0,HLR
19,13/03/2018,5.4 (0.00 %)   ,1 ,0 ,0  ,0 ,0 ,NaN  ,0,HLR
0,12/03/2018,5.4 (0.00 %)   ,1 ,0 ,0  ,0 ,0 ,NaN  ,0,HLR
1,09/03/2018,5.4 (0.00 %)   ,1 ,0 ,0  ,0 ,0 ,NaN  ,0,HLR
2,08/03/2018,5.4 (0.00 %)   ,1 ,0 ,0  ,0 ,0 ,NaN  ,0,HLR
3,07/03/2018,5.4 (0.00 %)   ,1 ,0 ,0  ,0 ,0 ,NaN  ,0,HLR
4,06/03/2018,5.4 (0.00 %)   ,1 ,0 ,0  ,0 ,0 ,NaN  ,0,HLR
5,05/03/2018,5.4 (0.00 %)   ,1 ,0 ,0  ,0 ,0 ,NaN  ,0,HLR
6,02/03/2018,5.4 (0.00 %)   ,1 ,0 ,0  ,0 ,0 ,NaN  ,0,HLR
7,01/03/2018,5.4 (0.00 %)   ,1 ,0 ,0  ,0 ,0 ,NaN  ,0,HLR
8,28/02/2018,5.4 (0.00 %)   ,0 ,0 ,NaN  ,0 ,0 ,NaN  ,0,HLR
9,27/02/2018,5.4 (0.00 %)   ,0 ,0 ,NaN  ,0 ,0 ,NaN  ,0,HLR
10,26/02/2018,5.4 (0.00 %)   ,1 ,0 ,0  ,0 ,0 ,NaN  ,0,HLR
11,23/02/2018,5.4 (0.00 %)   ,1 ,0 ,0  ,0 ,0 ,NaN  ,0,HLR
12,22/02/2018,5.4 (0.00 %)   ,0 ,0 ,NaN  ,0 ,0 ,NaN  ,0,HLR
13,21/02/2018,5.4 (0.00 %)   ,0 ,0 ,NaN  ,0 ,0 ,NaN  ,0,HLR
14,13/02/2018,5.4 (0.00 %)   ,0 ,0 ,NaN  ,0 ,0 ,NaN  ,0,HLR
15,12/02/2018,5.4 (0.00 %)   ,0 ,0 ,NaN  ,0 ,0 ,NaN  ,0,HLR
16,09/02/2018,5.4 (0.00 %)   ,0 ,0 ,NaN  ,0 ,0 ,NaN  ,0,HLR
17,08/02/2018,5.4 (0.00 %)   ,1 ,0 ,0  ,0 ,0 ,NaN  ,0,HLR
18,07/02/2018,5.4 (0.00 %)   ,0 ,0 ,NaN  ,0 ,0 ,NaN  ,0,HLR
19,06/02/2018,5.4 (0.00 %)   ,0 ,0 ,NaN  ,0 ,0 ,NaN  ,0,HLR
0,05/02/2018,5.4 (0.00 %)   ,1 ,0 ,0  ,0 ,0 ,NaN  ,0,HLR
1,02/02/2018,5.4 (0.00 %)   ,1 ,0 ,0  ,0 ,0 ,NaN  ,0,HLR
2,01/02/2018,5.4 (0.00 %)   ,1 ,0 ,0  ,0 ,0 ,NaN  ,0,HLR
3,31/01/2018,5.4 (0.00 %)   ,1 ,0 ,0  ,0 ,0 ,NaN  ,0,HLR
4,30/01/2018,5.4 (0.00 %)   ,1 ,0 ,0  ,0 ,0 ,NaN  ,0,HLR
5,29/01/2018,5.4 (0.00 %)   ,2 ,0 ,0  ,0 ,0 ,NaN  ,0,HLR
6,26/01/2018,5.4 (0.00 %)   ,0 ,0 ,NaN  ,0 ,0 ,NaN  ,0,HLR
7,25/01/2018,5.4 (0.00 %)   ,0 ,0 ,NaN  ,0 ,0 ,NaN  ,0,HLR
8,24/01/2018,5.4 (0.00 %)   ,1 ,0 ,0  ,0 ,0 ,NaN  ,0,HLR
9,23/01/2018,5.4 (0.00 %)   ,0 ,0 ,NaN  ,0 ,0 ,NaN  ,0,HLR
10,22/01/2018,5.4 (0.00 %)   ,1 ,0 ,0  ,0 ,0 ,NaN  ,0,HLR
11,19/01/2018,5.4 (0.00 %)   ,1 ,0 ,0  ,0 ,0 ,NaN  ,0,HLR
12,18/01/2018,5.4 (-10.00 %)   ,3 ,"3,900 ","1,300  ",1 ,"3,900 ","3,900  ",0,HLR
13,17/01/2018,6 (0.00 %)   ,1 ,0 ,0  ,1 ,"3,900 ","3,900  ","-3,900",HLR
14,16/01/2018,6 (0.00 %)   ,0 ,0 ,NaN  ,0 ,0 ,NaN  ,0,HLR
15,15/01/2018,6 (0.00 %)   ,1 ,0 ,0  ,0 ,0 ,NaN  ,0,HLR
16,12/01/2018,6 (0.00 %)   ,1 ,0 ,0  ,0 ,0 ,NaN  ,0,HLR
17,11/01/2018,6 (0.00 %)   ,1 ,0 ,0  ,0 ,0 ,NaN  ,0,HLR
18,10/01/2018,6 (0.00 %)   ,1 ,0 ,0  ,0 ,0 ,NaN  ,0,HLR
